stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
DUKNATi,DUKNATi,DUKE DR & NATORP BLVD,DUKE DR & SOCIALVILLE-FOSTER RD,39.300879,-84.310184,,,,,0
NATMASi,NATMASi,NATORP BLVD & MASON MONTGOMERY RD,NATORP BLVD & SOCIALVILLE-FOSTER RD,39.300356,-84.314024,,,,,0
MASESCi,MASESCi,MASON MONTGOMERY RD & ESCORT DR,MASON-MONTGOMERY RD & ESCORT DR,39.295111,-84.31553,,,,,0
MONENYi,MONENYi,MONTGOMERY RD & ENYART RD,,39.285728,-84.310023,,,,,0
COLSOVi,COLSOVi,COLERAIN AVE & SOVEREIGN DR,COLERAIN RD & SOVEREIGN DR,39.227752,-84.589037,,,,,0
COLSHEi,COLSHEi,COLERAIN AVE & SHELDON AVE,COLERAIN RD & LINA PL,39.219413,-84.586038,,,,,0
BANNEWi,BANNEWi,BANNING RD & NEWBRIDGE DR,,39.212284,-84.592931,,,,,0
JOECOLi,JOECOLi,JOESEPH RD & COLERAIN AVE,JOSEPH RD,39.230979,-84.59116,,,,,0
CHETWIi,CHETWIi,CHEVIOT RD & TWINVIEW DR,,39.221901,-84.601545,,,,,0
CHENANi,CHENANi,CHEVIOT RD & NANDALE DR,,39.217289,-84.600646,,,,,0
CHEBENi,CHEBENi,CHEVIOT RD & BENHILL DR,,39.21083,-84.599733,,,,,0
CHEWHIi,CHEWHIi,CHEVIOT RD & WHITE OAK DR,,39.202388,-84.600448,,,,,0
CHEPARi,CHEPARi,CHEVIOT RD & PARAMOUNT RIDGE LN,,39.20113,-84.600698,,,,,0
CHESHOi,CHESHOi,CHEVIOT RD & SHORTRIDGE CIR,,39.200034,-84.600874,,,,,0
NOR5431i,NOR5431i,NORTH BEND RD 5431,,39.18979,-84.600197,,,,,0
7THRACi,7THRACi,7TH ST & RACE ST,7TH ST & ELM ST,39.103254,-84.516016,,,,,0
5MINIMi,5MINIMi,FIVE MILE RD & NIMITZVIEW DR,,39.069491,-84.352509,,,,,0
6THMAI,6THMAI,6TH & MAIN,6TH ST & TIMES ALY,39.102919,-84.510682,,,,,0
REA2130i,REA2130i,READING RD 2130,,39.120109,-84.500299,,,,,0
CLELEMi,CLELEMi,CLEVES WARSAW PK & LE MAR DR,CLEVES WARSAW RD & LE MAR DR,39.118814,-84.611932,,,,,0
ANDCLEi,ANDCLEi,ANDERSON FERRY RD & CLEANDER DR,,39.116317,-84.616758,,,,,0
ANDEDFi,ANDEDFi,ANDERSON FERRY RD & EDFEL WAY,,39.105458,-84.617105,,,,,0
ANDPLOi,ANDPLOi,ANDERSON FERRY RD & PLOVER LN,,39.102103,-84.617516,,,,,0
ANDCANi,ANDCANi,ANDERSON FERRY RD & CANNAS DR,,39.096713,-84.618051,,,,,0
DEL5079i,DEL5079i,DELHI RD 5079,,39.09519,-84.609669,,,,,0
DELMTALi,DELMTALi,DELHI RD & MT ALVERNO RD,,39.093294,-84.593525,,,,,0
DELMAYi,DELMAYi,DELHI RD & MAYHEW AVE,,39.095515,-84.590243,,,,,0
DELROEi,DELROEi,DELHI RD & ROEBLING RD,,39.097517,-84.583907,,,,,0
FAIDELi,FAIDELi,FAIRBANKS AVE & DELHI RD,,39.093576,-84.573991,,,,,0
NORKEMi,NORKEMi,NORTHLAND BLVD & KEMPER RD,,39.287159,-84.473432,,,,,0
NORTRIi,NORTRIi,NORTHLAND BLVD & TRI COUNTY PKWY,,39.28366,-84.476575,,,,,0
SPRNORi,SPRNORi,SPRINGFIELD PK & NORTHLAND BLVD,,39.281528,-84.485222,,,,,0
SP11299i,SP11299i,SPRINGFIELD PK 11299,SPRINGFIELD PIKE,39.277948,-84.482154,,,,,0
SP11040i,SP11040i,SPRINGFIELD PK 11040,SPRINGFIELD PIKE,39.275718,-84.479965,,,,,0
SPRSHAi,SPRSHAi,SPRINGFIELD PK & SHARON RD,SPRINGFIELD PIKE,39.274201,-84.478479,,,,,0
SPRBISi,SPRBISi,SPRINGFIELD PK & BISHOPSGATE DR,,39.266415,-84.470905,,,,,0
SPRTOWi,SPRTOWi,SPRINGFIELD PK & TOWNE COMMONS WAY,,39.262907,-84.469425,,,,,0
GLEWAYi,GLEWAYi,GLENDALE MILFORD RD & WAYNE AVE,,39.257181,-84.462773,,,,,0
WAYCHEi,WAYCHEi,WAYNE AVE & CHESTER RD,,39.24518,-84.464101,,,,,0
GLECHESi,GLECHESi,GLENDALE MILFORD RD & CHESTER RD,,39.256647,-84.456036,,,,,0
CHELINi,CHELINi,CHESTER RD & LINDEN AVE,,39.252391,-84.457929,,,,,0
CHEMARi,CHEMARi,CHESTER RD & MARION RD,,39.251249,-84.458607,,,,,0
CHEBROi,CHEBROi,CHESTER RD & BROWN AVE,,39.248839,-84.460595,,,,,0
SP10560i,SP10560i,SPRINGFIELD PK 10560,SR 4 & GLENDALE MILFORD RD,39.261222,-84.469558,,,,,0
SHEMCWi,SHEMCWi,SHEPHERD AVE & MCWHORTER ST,SHEPHERD AVE & MAPLE AVE,39.229702,-84.448698,,,,,0
SHESMAi,SHESMAi,SHEPHERD AVE & SMALLEY AVE,,39.231995,-84.447751,,,,,0
MANBYRi,MANBYRi,MANGHAM DR & BYRD AVE,,39.240186,-84.451752,,,,,0
CHIDIXi,CHIDIXi,CHICAGO AVE & DIXIE CT,,39.248359,-84.45263,,,,,0
LEGVANi,LEGVANi,LEGGETT ST & VAN BUREN AVE,,39.24627,-84.45705,,,,,0
LEGJACi,LEGJACi,LEGGETT ST & JACKSON ST,,39.245431,-84.457097,,,,,0
LEGADAi,LEGADAi,LEGGETT ST & ADAMS ST,,39.244682,-84.457143,,,,,0
LEGLINi,LEGLINi,LEGGETT ST & LINDY AVE,,39.241782,-84.457423,,,,,0
LEGBYRi,LEGBYRi,LEGGETT ST & BYRD AVE,,39.240354,-84.457481,,,,,0
LEGSTEi,LEGSTEi,LEGGETT ST & STEFFEN AVE,,39.239632,-84.457551,,,,,0
STEWAYi,STEWAYi,STEFFEN AVE & WAYNE AVE,,39.239667,-84.460545,,,,,0
SPRRIDi,SPRRIDi,SPRINGFIELD PK & RIDDLE RD,,39.254062,-84.470183,,,,,0
SPRWARi,SPRWARi,SPRINGFIELD PK & WARREN AVE,,39.24986,-84.470568,,,,,0
SPRGROi,SPRGROi,SPRINGFIELD PK & GROVE RD,,39.248185,-84.470737,,,,,0
SPRMCLi,SPRMCLi,SPRINGFIELD PK & MCLEAN AVE,SPRINGFIELD PIKE,39.246213,-84.470966,,,,,0
SPRBARi,SPRBARi,SPRINGFIELD PK & BARRON DR,SPRINGFIELD PIKE & BARRON DR,39.244242,-84.471152,,,,,0
SPRCHAi,SPRCHAi,SPRINGFIELD PK & CHARLOTTE AVE,,39.241186,-84.471397,,,,,0
SPRCHEi,SPRCHEi,SPRINGFIELD PK & CHESTNUT AVE,,39.23703,-84.47178,,,,,0
SPRPENi,SPRPENi,SPRINGFIELD PK & PENDERY AVE,,39.232308,-84.472268,,,,,0
SPRWYOi,SPRWYOi,SPRINGFIELD PK & WYOMING AVE,SPRINGFIELD PIKE,39.226949,-84.472816,,,,,0
SPRWALi,SPRWALi,SPRINGFIELD PK & WALNUT AVE,,39.223175,-84.473165,,,,,0
SPRMILi,SPRMILi,SPRINGFIELD PK & MILLS AVE,,39.218423,-84.47366,,,,,0
SPRCOMi,SPRCOMi,SPRINGFIELD PK & COMPTON RD,VINE ST & COMPTON RD,39.215697,-84.473909,,,,,0
SPRWOOi,SPRWOOi,SPRINGFIELD PK & WOODSDALE AVE,,39.214764,-84.47399,,,,,0
SPRFERi,SPRFERi,SPRINGFIELD PK & FERNDALE AVE,,39.213547,-84.474124,,,,,0
SPRGALi,SPRGALi,SPRINGFIELD PK & GALBRAITH RD,,39.211975,-84.474297,,,,,0
VINGLDi,VINGLDi,VINE ST & GLENDALE AVE,,39.211022,-84.474385,,,,,0
VINSHAi,VINSHAi,VINE ST & SHADYBROOK DR,,39.210024,-84.474459,,,,,0
VINCALi,VINCALi,VINE ST & CALDWELL DR,,39.207292,-84.474722,,,,,0
VINBYRi,VINBYRi,VINE ST & BYRNES LAKE CT,,39.201546,-84.475268,,,,,0
VIN75THi,VIN75THi,VINE ST & 75TH ST,,39.198708,-84.47591,,,,,0
WAYWORi,WAYWORi,WAYNE AVE & WORTHINGTON AVE,S WAYNE AVE & WORTHINGTON AVE,39.225292,-84.461159,,,,,0
WAYCOOi,WAYCOOi,WAYNE AVE & COOPER RD,S WAYNE AVE & COOPER RD,39.223972,-84.461252,,,,,0
WAYMILi,WAYMILi,WAYNE AVE & MILLSDALE AVE,S WAYNE AVE & ANTHONY WAYNE AVE,39.218029,-84.462033,,,,,0
WAYOXLi,WAYOXLi,WAYNE AVE & OXLEY ST,ANTHONY WAYNE AVE & OXLEY ST,39.21653,-84.462454,,,,,0
WAYSHEEi,WAYSHEEi,WAYNE AVE & SHEEHAN AVE,ANTHONY WAYNE AVE & SHEEHAN AVE,39.214844,-84.462956,,,,,0
WAYHARi,WAYHARi,WAYNE AVE & HARTWELL AVE,ANTHONY WAYNE AVE & HARTWELL AVE,39.212336,-84.463679,,,,,0
WAYKEAi,WAYKEAi,WAYNE AVE & KEARNEY ST,ANTHONY WAYNE AVE & KEARNEY ST,39.210266,-84.464754,,,,,0
WAYPARi,WAYPARi,WAYNE AVE & PARKWAY AVE,ANTHONY WAYNE AVE & PARKWAY AVE,39.20775,-84.466062,,,,,0
WAYOAKi,WAYOAKi,WAYNE AVE & OAKMONT ST,ANTHONY WAYNE AVE,39.206188,-84.466891,,,,,0
WAYAVAi,WAYAVAi,WAYNE AVE & AVALON ST,ANTHONY WAYNE AVE & AVALON ST,39.205447,-84.467311,,,,,0
WAYWOOi,WAYWOOi,WAYNE AVE & WOODBINE AVE,ANTHONY WAYNE AVE & WOODBINE AVE,39.203171,-84.469356,,,,,0
VIN73RDi,VIN73RDi,VINE ST & 73RD ST,,39.19639,-84.47801,,,,,0
VIN72NDi,VIN72NDi,VINE ST & 72ND ST,,39.195593,-84.478896,,,,,0
VINSEYi,VINSEYi,VINE ST & SEYMOUR AVE,VINE ST & E SEYMOUR AVE,39.194701,-84.479857,,,,,0
VIN70THi,VIN70THi,VINE ST & 70TH ST,,39.193344,-84.481254,,,,,0
VIN69THi,VIN69THi,VINE ST & 69TH ST,VINE ST & W 68TH ST,39.192407,-84.482275,,,,,0
VIN67THi,VIN67THi,VINE ST & 67TH ST,,39.19122,-84.48347,,,,,0
VIN66THi,VIN66THi,VINE ST & 66TH ST,,39.189909,-84.484857,,,,,0
VINWALi,VINWALi,VINE ST & WALNUT ST,,39.186497,-84.488709,,,,,0
VINBLAi,VINBLAi,VINE ST & BLADE ST,,39.1829,-84.492375,,,,,0
VINSPRi,VINSPRi,VINE ST & SPRING GROVE AVE,,39.177228,-84.496605,,,,,0
VIN5350i,VIN5350i,VINE ST 5350,,39.174894,-84.496878,,,,,0
VINRAIi,VINRAIi,VINE ST & RAILROAD AVE,,39.172637,-84.496818,,,,,0
PADVINi,PADVINi,PADDOCK RD & VINE ST,,39.197718,-84.476318,,,,,0
PADSEYi,PADSEYi,PADDOCK RD & SEYMOUR AVE,PADDOCK RD & E SEYMOUR AVE,39.191517,-84.475625,,,,,0
PADTOWi,PADTOWi,PADDOCK RD & TOWANDA TER,,39.185395,-84.476919,,,,,0
PADELMi,PADELMi,PADDOCK RD & ELM PARK DR,,39.183751,-84.47707,,,,,0
PADLOIi,PADLOIi,PADDOCK RD & LOIS DR,,39.180979,-84.477395,,,,,0
PADROSi,PADROSi,PADDOCK RD & ROSSMORE AVE,,39.179308,-84.477544,,,,,0
PADLAIi,PADLAIi,PADDOCK RD & LAIDLAW AVE,,39.177847,-84.477709,,,,,0
PADREGi,PADREGi,PADDOCK RD & REGENT AVE,,39.177093,-84.477782,,,,,0
PADFRAi,PADFRAi,PADDOCK RD & FRANKLIN AVE,,39.174519,-84.478081,,,,,0
TENPADi,TENPADi,TENNESSEE AVE & PADDOCK RD,,39.168521,-84.479535,,,,,0
TENFISi,TENFISi,TENNESSEE AVE & FISCHER PL,,39.168951,-84.483709,,,,,0
ROSIMWi,ROSIMWi,ROSS AVE & IMWALLE AVE,,39.16956,-84.48878,,,,,0
ROSGREi,ROSGREi,ROSS AVE & GREENLEE AVE,,39.169878,-84.492495,,,,,0
ROSTOWi,ROSTOWi,ROSS AVE & TOWER AVE,,39.170208,-84.49547,,,,,0
VINWASi,VINWASi,VINE ST & WASHINGTON AVE,,39.168004,-84.497628,,,,,0
VINBAKi,VINBAKi,VINE ST & BAKER AVE,,39.166991,-84.498931,,,,,0
VINCHUi,VINCHUi,VINE ST & CHURCH ST,VINE ST & BAKER AVE,39.166399,-84.499826,,,,,0
VINBERi,VINBERi,VINE ST & BERTUS ST,VINE ST & BAKER AVE,39.164568,-84.502663,,,,,0
VINWUEi,VINWUEi,VINE ST & WUEST ST,,39.161944,-84.503945,,,,,0
VINCLINi,VINCLINi,VINE ST & CLINTON SPRINGS AVE,,39.157794,-84.50518,,,,,0
VINGLENi,VINGLENi,VINE ST & GLENWOOD AVE,VINE ST & FERRARS CT,39.155795,-84.505867,,,,,0
VINEGLEi,VINEGLEi,VINE ST & GLEN ESTE PL,,39.154929,-84.506298,,,,,0
VIN3766i,VIN3766i,VINE ST 3766,VINE ST & FERRARS CT,39.152832,-84.507674,,,,,0
VINEHRi,VINEHRi,VINE ST & EHRMAN AVE,,39.15189,-84.508968,,,,,0
VINJUEi,VINJUEi,VINE ST & JUERGENS AVE,,39.150787,-84.51023,,,,,0
VINWOOi,VINWOOi,VINE ST & WOOLPER AVE,,39.149927,-84.511069,,,,,0
VINRUTi,VINRUTi,VINE ST & RUTHER AVE,,39.144994,-84.512745,,,,,0
VIN3460i,VIN3460i,VINE ST 3460,VINE ST & FERRARS CT,39.143239,-84.51028,,,,,0
VINERKi,VINERKi,VINE ST & ERKENBRECHER AVE,,39.142511,-84.509537,,,,,0
VINLOUi,VINLOUi,VINE ST & LOUIS AVE,,39.14114,-84.509348,,,,,0
VINVAi,VINVAi,VINE ST & VETERANS AFFAIRS HOSPITAL,,39.139296,-84.509587,,,,,0
VINNIXi,VINNIXi,VINE ST & NIXON ST,VINE ST & GOODMAN DR,39.137868,-84.509609,,,,,0
VINMLKi,VINMLKi,VINE ST & MARTIN LUTHER KING DR,,39.135959,-84.509315,,,,,0
JEFUNIi,JEFUNIi,JEFFERSON AVE & UNIVERSITY AVE,,39.132764,-84.511134,,,,,0
JEFCHAi,JEFCHAi,JEFFERSON AVE & CHARLTON ST,JEFFERSON AVE & W CHARLTON ST,39.130631,-84.511365,,,,,0
JEFCORi,JEFCORi,JEFFERSON AVE & CORRY ST,JEFFERSON AVE & W CORRY ST,39.129382,-84.511469,,,,,0
VININWi,VININWi,VINE ST & INWOOD PARK,,39.12514,-84.51376,,,,,0
VINTHIi,VINTHIi,VINE ST & THILL ST,VINE ST & POLK ST,39.123554,-84.514603,,,,,0
RACELDi,RACELDi,RACE ST & ELDER ST,,39.11573,-84.51838,,,,,0
RACCOUi,RACCOUi,RACE ST & COURT ST,,39.106194,-84.516005,,,,,0
BEEFORi,BEEFORi,BEECHMONT AVE & FOREST RD,,39.072878,-84.347873,,,,,0
SALALNi,SALALNi,SALEM RD & ALNETTA DR,,39.072434,-84.36514,,,,,0
SALAYEi,SALAYEi,SALEM RD & AYERSHIRE AVE,,39.073918,-84.37096,,,,,0
SALBROi,SALBROi,SALEM RD & BROOKE AVE,,39.074484,-84.378951,,,,,0
SALSCHi,SALSCHi,SALEM RD & SHIRMER AVE,,39.07461,-84.380759,,,,,0
SALLERi,SALLERi,SALEM RD & LE ROY RD,,39.075193,-84.388365,,,,,0
SALWAYi,SALWAYi,SALEM RD & WAYSIDE AVE,,39.08206,-84.409327,,,,,0
KELWILi,KELWILi,KELLOGG AVE & WILMER AVE,,39.102004,-84.432627,,,,,0
4THSYC,4THSYC,4TH ST & SYCAMORE ST,E 4TH ST & SYCAMORE ST,39.10077,-84.507692,,,,,0
ERKDURw,ERKDURw,ERKENBRECHER AVE & DURY AVE,,39.142189,-84.505527,,,,,0
ERKWILw,ERKWILw,ERKENBRECHER AVE & WILSON AVE,,39.142047,-84.503238,,,,,0
PARCROw,PARCROw,PARK AVE & CROSS LN,,39.124532,-84.486363,,,,,0
PARCYPw,PARCYPw,PARK AVE & CYPRESS ST,,39.122819,-84.486561,,,,,0
IDAARTw,IDAARTw,IDA AVE & ART MUSEUM DR,,39.111553,-84.49889,,,,,0
LOUPARe,LOUPARe,LOUDEN ST & PARADROME ST,,39.109975,-84.497325,,,,,0
PARCARe,PARCARe,PARKSIDE PL & CARNEY ST,,39.110529,-84.495248,,,,,0
PARMARe,PARMARe,PARKSIDE PL & MARTIN DR,,39.110423,-84.493497,,,,,0
4THPOSo,4THPOSo,4TH ST & POSTAL AL,E 4TH ST & POSTAL ALY,39.100152,-84.511893,,,,,0
4THRAC,4THRAC,4TH ST & RACE ST,W 4TH ST & VINE ST,39.099829,-84.514122,,,,,0
4THPLUw,4THPLUw,4TH ST & PLUM ST,W 4TH ST & PLUM ST,39.099345,-84.517319,,,,,0
EZZCENw,EZZCENw,EZZARD CHARLES DR & CENTRAL AVE,EZZARD CHARLES DR & CENTRAL PKWY,39.109238,-84.521275,,,,,0
EZZCUTw,EZZCUTw,EZZARD CHARLES DR & CUTTER ST,,39.109163,-84.525454,,,,,0
VIN4THi,VIN4THi,VINE ST & 4TH ST,VINE ST & W 4TH ST,39.099759,-84.5125,,,,,0
HIGRIDo,HIGRIDo,HIGHLAND AVE & RIDGE RD,,39.169895,-84.426176,,,,,0
HIGBIGo,HIGBIGo,HIGHLAND AVE & BIGGS,,39.168467,-84.427835,,,,,0
EUCNODo,EUCNODo,EUCLID AVE & NODDING WAY,,39.19181,-84.375865,,,,,0
EUCSUMo,EUCSUMo,EUCLID AVE & SUMMIT AVE,,39.191308,-84.367525,,,,,0
EUCMAPo,EUCMAPo,EUCLID AVE & MAPLE AVE,,39.191146,-84.364476,,,,,0
LESDOUo,LESDOUo,LESTER RD & DOUGLAS TER,,39.178702,-84.431444,,,,,0
LESGLOo,LESGLOo,LESTER RD & GLOSS AVE,,39.177577,-84.431491,,,,,0
LESBEAo,LESBEAo,LESTER RD & BEAVER AVE,,39.176328,-84.431538,,,,,0
LESAUTo,LESAUTo,LESTER RD & AUTEN AVE,,39.1754,-84.431783,,,,,0
LESMAPo,LESMAPo,LESTER RD & MAPLELEAF AVE,,39.174517,-84.432098,,,,,0
LESMONo,LESMONo,LESTER RD & MONTGOMERY RD,,39.180807,-84.431374,,,,,0
BLULINo,BLULINo,BLUE ASH AVE & LINDEN AVE,BLUE ASH RD & BLUE ASH AVE,39.208236,-84.390663,,,,,0
BLUSPEo,BLUSPEo,BLUE ASH AVE & SPENCER AVE,,39.21052,-84.38958,,,,,0
BLUKUGo,BLUKUGo,BLUE ASH AVE & KUGLER MILL RD,,39.211519,-84.389013,,,,,0
BLUHARo,BLUHARo,BLUE ASH AVE & HARRISON AVE,,39.21358,-84.387972,,,,,0
BLUSYCo,BLUSYCo,BLUE ASH AVE & SYCAMORE RD,,39.214757,-84.387398,,,,,0
BLUBUXo,BLUBUXo,BLUE ASH AVE & BUXTON RD,,39.216568,-84.386462,,,,,0
BLU8920o,BLU8920o,BLUE ASH AVE 8920,,39.220752,-84.384366,,,,,0
BLUBELo,BLUBELo,BLUE ASH AVE & BELLEVIEW AVE,,39.222527,-84.383558,,,,,0
BLUHUNo,BLUHUNo,BLUE ASH AVE & HUNT RD,,39.228825,-84.380047,,,,,0
COOKENo,COOKENo,COOPER RD & KENWOOD RD,,39.231286,-84.377391,,,,,0
COOHUNo,COOHUNo,COOPER RD & HUNT RD,COOPER RD & KENWOOD RD,39.230581,-84.375357,,,,,0
COO6944o,COO6944o,COOPER RD 6944,,39.228263,-84.362861,,,,,0
COOZIGo,COOZIGo,COOPER RD & ZIG ZAG RD,,39.22769,-84.359378,,,,,0
COO7781o,COO7781o,COOPER RD 7781,,39.226564,-84.356573,,,,,0
MONMITo,MONMITo,MONTGOMERY RD & MITCHELL FARM LN,,39.235046,-84.350788,,,,,0
MONMARo,MONMARo,MONTGOMERY RD & MARKET PLACE LN,,39.236887,-84.349963,,,,,0
MONSCHo,MONSCHo,MONTGOMERY RD & SCHOOL HOUSE LN,,39.238993,-84.348997,,,,,0
MONHOPo,MONHOPo,MONTGOMERY RD & HOPEWELL RD,,39.24373,-84.346685,,,,,0
MONWELo,MONWELo,MONTGOMERY RD & WELLER RD,,39.258001,-84.341642,,,,,0
MO10700o,MO10700o,MONTGOMERY RD 10700,,39.262856,-84.336252,,,,,0
4THMAIo,4THMAIo,4TH ST & MAIN ST,,39.100466,-84.509326,,,,,0
REA12THo,REA12THo,READING RD & 12TH ST,READING RD & E 12TH ST,39.110221,-84.504282,,,,,0
ELSREAo,ELSREAo,ELSINORE PL & READING RD,,39.113113,-84.50188,,,,,0
GILELSo,GILELSo,GILBERT AVE & ELSINORE PL,GILBERT AVE & ELSINORE AVE,39.113337,-84.499791,,,,,0
GILEDEo,GILEDEo,GILBERT AVE & EDEN PARK DR,,39.117137,-84.497218,,,,,0
GILMORo,GILMORo,GILBERT AVE & MORRIS ST,,39.118675,-84.495815,,,,,0
GILNASo,GILNASo,GILBERT AVE & NASSAU ST,,39.120548,-84.494138,,,,,0
GILSINo,GILSINo,GILBERT AVE & SINTON AVE,,39.121623,-84.493158,,,,,0
GILWINo,GILWINo,GILBERT AVE & WINDSOR ST,,39.122682,-84.492153,,,,,0
GILROGo,GILROGo,GILBERT AVE & ROGERS PL,,39.123575,-84.491534,,,,,0
GILMCMo,GILMCMo,PEEBLES CORNER - GILBERT & MCMILLAN,,39.126181,-84.490137,,,,,0
GILTAFo,GILTAFo,GILBERT AVE & TAFT RD,,39.127265,-84.489527,,,,,0
GILYALo,GILYALo,GILBERT AVE & YALE AVE,,39.128905,-84.488715,,,,,0
GILOAKo,GILOAKo,GILBERT AVE & OAK ST,,39.129947,-84.488399,,,,,0
GILCHAo,GILCHAo,GILBERT AVE & CHAPEL ST,,39.131053,-84.488143,,,,,0
GILBEEo,GILBEEo,GILBERT AVE & BEECHER ST,,39.133594,-84.487558,,,,,0
GILBUEo,GILBUEo,GILBERT AVE & BUENA VISTA PL,,39.134218,-84.487097,,,,,0
GILBLAo,GILBLAo,GILBERT AVE & BLAIR AVE,,39.136292,-84.483918,,,,,0
GILVICo,GILVICo,GILBERT AVE & VICTORY PKWY,,39.137746,-84.482061,,,,,0
GIL3151o,GIL3151o,GILBERT AVE 3151,,39.137258,-84.479717,,,,,0
GILDURo,GILDURo,GILBERT AVE & DURRELL AVE,,39.136803,-84.478452,,,,,0
GILHARo,GILHARo,GILBERT AVE & HARVARD AVE,,39.136844,-84.476822,,,,,0
GILWOOo,GILWOOo,GILBERT AVE & WOODBURN AVE,,39.137358,-84.476061,,,,,0
MONBLAo,MONBLAo,MONTGOMERY RD & BLAIR AVE,,39.139601,-84.473885,,,,,0
MONJONo,MONJONo,MONTGOMERY RD & JONATHAN AVE,,39.142388,-84.471284,,,,,0
MONLEXo,MONLEXo,MONTGOMERY RD & LEXINGTON AVE,,39.147416,-84.466679,,,,,0
MONHUDo,MONHUDo,MONTGOMERY RD & HUDSON AVE,,39.14987,-84.464437,,,,,0
MONWILo,MONWILo,MONTGOMERY RD & WILLIAMS AVE,,39.152476,-84.462068,,,,,0
MONCAMo,MONCAMo,MONTGOMERY RD & CAMERON AVE,,39.154644,-84.460281,,,,,0
MONWEYo,MONWEYo,MONTGOMERY RD & WEYER AVE,,39.156783,-84.458695,,,,,0
MONMILo,MONMILo,MONTGOMERY RD & MILLS AVE,,39.158374,-84.457468,,,,,0
MONSHEo,MONSHEo,MONTGOMERY RD & SHERMAN AVE,,39.160266,-84.456254,,,,,0
MONELMo,MONELMo,MONTGOMERY RD & ELM AVE,,39.161763,-84.455427,,,,,0
MONNORo,MONNORo,MONTGOMERY RD & NORWOOD AVE,,39.165298,-84.45385,,,,,0
MONLAWo,MONLAWo,MONTGOMERY RD & LAWN AVE,,39.169252,-84.45135,,,,,0
MONOBRo,MONOBRo,MONTGOMERY RD & O BRIEN PL,,39.170123,-84.448417,,,,,0
MONCYPo,MONCYPo,MONTGOMERY RD & CYPRESS WAY,,39.174137,-84.44356,,,,,0
MONRIDo,MONRIDo,MONTGOMERY RD & RIDGE RD,,39.182021,-84.427436,,,,,0
MONGROo,MONGROo,MONTGOMERY RD & GROVER HILL AVE,,39.175207,-84.441908,,,,,0
MONSWIo,MONSWIo,MONTGOMERY RD & SWIFT AVE,,39.175807,-84.440976,,,,,0
MONKNIo,MONKNIo,MONTGOMERY RD & KNIGHT AVE,,39.17661,-84.439725,,,,,0
MON5705o,MON5705o,MONTGOMERY RD 5705,MONTGOMERY RD & OAKLEAF AVE,39.177212,-84.438606,,,,,0
MONTULo,MONTULo,MONTGOMERY RD & TULANE RD,,39.178342,-84.436658,,,,,0
MONDOUo,MONDOUo,MONTGOMERY RD & DOUGLAS TER,,39.17927,-84.434857,,,,,0
RIDHIGo,RIDHIGo,RIDGE RD & HIGHLAND AVE,RIDGE AVE & HIGHLAND AVE,39.169752,-84.425136,,,,,0
RIDDONo,RIDDONo,RIDGE RD & DONALD ST,RIDGE AVE & DONALD ST,39.167976,-84.423968,,,,,0
MARCCINi,MARCCINi,MARBURG AVE & CENTER OF CINCI,Marburg Ave & Disney,39.161716,-84.424784,,,,,0
MONWOODo,MONWOODo,MONTGOMERY RD & WOODFORD RD,,39.18161,-84.42906,,,,,0
MONWOOo,MONWOOo,MONTGOMERY RD & WOODMONT AVE,,39.183457,-84.424609,,,,,0
MONGRAo,MONGRAo,MONTGOMERY RD & GRAND VISTA  AVE,,39.18426,-84.423258,,,,,0
MON6350o,MON6350o,MONTGOMERY RD 6350,,39.185018,-84.421804,,,,,0
MONROBo,MONROBo,MONTGOMERY RD & ROBISON RD,,39.185785,-84.42047,,,,,0
MONBEEo,MONBEEo,MONTGOMERY RD & BEECHVIEW CIR,,39.18659,-84.418594,,,,,0
MONBANo,MONBANo,MONTGOMERY RD & BANTRY AVE,,39.187322,-84.416867,,,,,0
MONTYNo,MONTYNo,MONTGOMERY RD & TYNE AVE,,39.187887,-84.415543,,,,,0
KEN6404o,KEN6404o,KENNEDY AVE 6404,KENNEDY AVE & ZINSLE AVE,39.185998,-84.414127,,,,,0
KENSOLo,KENSOLo,KENNEDY AVE & SOLAR VISTA PL,,39.184945,-84.414155,,,,,0
KENRAVo,KENRAVo,KENNEDY AVE & RAVENWOOD AVE,,39.183788,-84.414257,,,,,0
KENLUMo,KENLUMo,KENNEDY AVE & LUMFORD PL,,39.182571,-84.414387,,,,,0
KEN6042o,KEN6042o,KENNEDY AVE 6042,,39.180895,-84.414596,,,,,0
KENWOOo,KENWOOo,KENNEDY AVE & WOODFORD RD,,39.180121,-84.414599,,,,,0
ZIN3931o,ZIN3931o,ZINSLE AVE 3931,,39.185265,-84.403659,,,,,0
PLADIEo,PLADIEo,PLAINFIELD RD & DIEHL AVE,,39.18554,-84.401228,,,,,0
PLAODIo,PLAODIo,PLAINFIELD RD & ODIN AVE,,39.187152,-84.401122,,,,,0
PLAOAKo,PLAOAKo,PLAINFIELD RD & OAK AVE,,39.189368,-84.400864,,,,,0
PLASTJAo,PLASTJAo,PLAINFIELD RD & ST JAMES AVE,,39.191633,-84.400706,,,,,0
MONALPo,MONALPo,MONTGOMERY RD & ALPINE AVE,,39.192951,-84.401959,,,,,0
PLANORo,PLANORo,PLAINFIELD RD & NORTH ST,,39.196426,-84.400195,,,,,0
